,word,len,freq,pron,phlen,orthsyl,ortho,phono
1529,andirons,8,1,{ndaI@nz,8,and-i-rons,True,True
1530,andorra,7,2,{nd$r@,6,An-dor-ra,True,True
1531,androgynes,10,1,{ndr@dZaInz,11,an-dro-gynes,True,True
1532,androgynous,11,2,{ndrQdZIn@s,11,an-drog-y-nous,True,True
1533,anecdotal,9,12,{nEkd@Utl,9,an-ec-do-tal,True,True
1534,anecdote,8,43,{nIkd@Ut,8,an-ec-dote,True,True
1535,anecdotes,9,47,{nIkd@Uts,9,an-ec-dotes,True,True
1536,anemone,7,6,@nEm@nI,7,a-nem-o-ne,True,True
1538,anent,5,3,@nEnt,5,a-nent,True,True
1539,anew,4,33,@ntSu,5,a-new,True,True
1540,angel,5,194,eIndZ@l,7,an-gel,True,True
1541,angelic,7,36,{ndZElIk,8,an-gel-ic,True,True
1542,angelica,8,113,{ndZElIk@,9,an-gel-i-ca,True,True
1543,angelical,9,1,{ndZElIkl,9,an-gel-i-cal,True,True
1544,angels,6,209,eIndZ@lz,8,an-gels,True,True
1546,anger,5,951,{Ng@r,5,an-ger,True,True
1547,angered,7,70,{Ng@d,5,an-gered,True,True
1548,angering,8,13,{Ng@rIN,7,an-ger-ing,True,True
1549,angers,6,34,{Ng@z,5,an-gers,True,True
1550,angina,6,5,{ndZaIn@,8,an-gi-na,True,True
1552,angled,6,25,{Ngld,5,an-gled,True,True
1553,angleiron,9,1,{NglaI@n,8,an-gle--i-ron,True,True
1554,angleparking,12,1,{NglpAkIN,9,an-gle--park-ing,True,True
1556,anglers,7,225,{Ngl@z,6,an-glers,True,True
1557,angles,6,163,{Nglz,5,an-gles,True,True
1558,anglican,8,122,{NglIk@n,8,An-gli-can,True,True
1559,anglicanism,11,3,{NglIk@nIz@m,12,An-gli-can-ism,True,True
1560,anglicans,9,21,{NglIk@nz,9,An-gli-cans,True,True
1561,anglicized,10,10,{NglIsaIzd,10,an-gli-cized,True,True
1562,anglicizing,11,2,{NglIsaIzIN,11,an-gli-ciz-ing,True,True
1563,angling,7,133,{NglIN,6,an-gling,True,True
1564,angloamerican,13,32,{Ngl@U@mErIk@n,14,An-glo--A-mer-i-can,True,True
1565,anglocatholic,13,3,{Ngl@Uk{T@lIk,13,An-glo--Cath-o-lic,True,True
1566,angloindian,11,4,{Ngl@UIndtS@n,13,An-glo--In-di-an,True,True
1567,angloindians,12,1,{Ngl@UIndtS@nz,14,An-glo--In-di-ans,True,True
1568,anglophile,10,2,{Ngl@UfaIl,10,An-glo-phile,True,True
1569,anglophiles,11,2,{Ngl@UfaIlz,11,An-glo-philes,True,True
1571,anglosaxon,10,76,{Ngl@Us{ks@n,12,An-glo--Sax-on,True,True
1572,anglosaxons,11,10,{Ngl@Us{ks@nz,13,An-glo--Sax-ons,True,True
1573,angola,6,81,{Ng@Ul@,7,An-go-la,True,True
1574,angolan,7,18,{Ng@Ul@n,8,An-go-lan,True,True
1575,angolans,8,2,{Ng@Ul@nz,9,An-go-lans,True,True
1576,angora,6,8,{Ng$r@,6,an-go-ra,True,True
1577,angostura,9,3,{Ng@sttSU@r@,12,an-gos-tu-ra,True,True
1578,angrier,7,26,{NgrI@r,7,an-gri-er,True,True
1579,angriest,8,4,{NgrIIst,8,an-gri-est,True,True
1580,angrily,7,199,{ngr@lI,7,an-gri-ly,True,True
1581,angry,5,1163,{NgrI,5,an-gry,True,True
1582,angst,5,9,{Nst,4,angst,True,True
1583,anguilla,8,5,{NgwIl@,7,An-guil-la,True,True
1584,anguillans,10,5,{NgwIl@nz,9,An-guil-lans,True,True
1585,anguish,7,155,{NgwIS,6,an-guish,True,True
1586,anguished,9,40,{NgwISt,7,an-guished,True,True
1587,angular,7,101,{NgtSUl@r,9,an-gu-lar,True,True
1588,angularity,10,3,{NgtSUl{r@tI,12,an-gu-lar-i-ty,True,True
1589,aniline,7,2,{nIlin,6,an-i-line,True,True
1590,animal,6,2040,{nIml,5,an-i-mal,True,True
1591,animalism,9,8,{nIm@lIz@m,10,an-i-mal-ism,True,True
1592,animals,7,2618,{nImlz,6,an-i-mals,True,True
1593,animate,7,8,{nImeIt,7,an-i-mate,True,True
1594,animated,8,90,{nImeItId,9,an-i-mat-ed,True,True
1595,animates,8,2,{nImeIts,8,an-i-mates,True,True
1596,animating,9,6,{nImeItIN,9,an-i-mat-ing,True,True
1598,animism,7,3,{nImIz@m,8,an-i-mism,True,True
1599,animosities,11,7,{nImQs@tIz,10,an-i-mos-i-ties,True,True
1600,animosity,9,23,{nImQs@tI,9,an-i-mos-i-ty,True,True
1601,animus,6,4,{nIm@s,6,an-i-mus,True,True
1603,aniseed,7,11,{nIsid,6,an-i-seed,True,True
1604,ankle,5,185,{Nkl,4,an-kle,True,True
1605,ankles,6,174,{Nklz,5,an-kles,True,True
1606,anklet,6,1,{NklIt,6,an-klet,True,True
1607,anklets,7,3,{NklIts,7,an-klets,True,True
1608,anna,4,233,{n@,3,an-na,True,True
1609,annals,6,18,{nlz,4,an-nals,True,True
1610,annas,5,4,{n@z,4,an-nas,True,True
1611,annex,5,8,@nEks,5,an-nex,True,True
1612,annexation,10,9,{nEkseISn,9,an-nex-a-tion,True,True
1613,annexations,11,2,{nEkseISnz,10,an-nex-a-tions,True,True
1614,annexe,6,36,{nEks,5,an-nexe,True,True
1615,annexed,7,20,@nEkst,6,an-nexed,True,True
1616,annexes,7,2,{nEksIz,7,an-nex-es,True,True
1617,annexing,8,3,@nEksIN,7,an-nex-ing,True,True
1618,annihilate,10,16,@naI@leIt,9,an-ni-hi-late,True,True
1619,annihilated,11,15,@naI@leItId,11,an-ni-hi-lat-ed,True,True
1620,annihilates,11,3,@naI@leIts,10,an-ni-hi-lates,True,True
1621,annihilating,12,9,@naI@leItIN,11,an-ni-hi-lat-ing,True,True
1622,annihilation,12,49,@naI@leISn,10,an-ni-hi-la-tion,True,True
1623,anniversaries,13,9,{nIvOIs@rIz,11,an-ni-ver-sa-ries,True,True
1624,anniversary,11,103,{nIvOIs@rI,10,an-ni-ver-sa-ry,True,True
1625,annotate,8,4,{n@UteIt,8,an-no-tate,True,True
1626,annotated,9,10,{n@UteItId,10,an-no-tat-ed,True,True
1627,annotating,10,1,{n@UteItIN,10,an-no-tat-ing,True,True
1628,annotation,10,2,{n@UteISn,9,an-no-ta-tion,True,True
1629,annotations,11,2,{n@UteISnz,10,an-no-ta-tions,True,True
1630,announce,8,168,@naUns,6,an-nounce,True,True
1631,announced,9,995,@naUnst,7,an-nounced,True,True
1632,announcement,12,224,@naUnsm@nt,10,an-nounce-ment,True,True
1633,announcements,13,47,@naUnsm@nts,11,an-nounce-ments,True,True
1634,announcer,9,17,@naUns@r,8,an-nounc-er,True,True
1635,announcers,10,4,@naUns@z,8,an-nounc-ers,True,True
1636,announces,9,56,@naUnsIz,8,an-nounc-es,True,True
1637,announcing,10,115,@naUnsIN,8,an-nounc-ing,True,True
1638,annoy,5,60,@nOI,4,an-noy,True,True
1639,annoyance,9,106,@nOI@ns,7,an-noy-ance,True,True
1640,annoyances,10,4,@nOI@nsIz,9,an-noy-anc-es,True,True
1641,annoyed,7,225,@nOId,5,an-noyed,True,True
1642,annoying,8,96,@nOIIN,6,an-noy-ing,True,True
1643,annoys,6,17,@nOIz,5,an-noys,True,True
1644,annual,6,756,{ntSU@l,7,an-nu-al,True,True
1645,annually,8,150,{ntSU@lI,8,an-nu-al-ly,True,True
1646,annuals,7,12,{ntSU@lz,8,an-nu-als,True,True
1647,annuities,9,4,@ntSuItIz,9,an-nu-i-ties,True,True
1648,annuity,7,19,@ntSuItI,8,an-nu-i-ty,True,True
1649,annul,5,4,@nVl,4,an-nul,True,True
1650,annular,7,1,{ntSUl@r,8,an-nu-lar,True,True
1651,annulled,8,5,@nVld,5,an-nulled,True,True
1652,annulling,9,1,@nVlIN,6,an-nul-ling,True,True
1653,annulment,9,3,@nVlm@nt,8,an-nul-ment,True,True
1654,annuls,6,2,@nVlz,5,an-nuls,True,True
1655,annunciation,12,10,@nVnsIeISn,10,an-nun-ci-a-tion,True,True
1656,anode,5,1,{n@Ud,5,an-ode,True,True
1657,anodyne,7,5,{n@UdaIn,8,an-o-dyne,True,True
1658,anoint,6,12,@nOInt,6,a-noint,True,True
1659,anointed,8,25,@nOIntId,8,a-noint-ed,True,True
1660,anointing,9,30,@nOIntIN,8,a-noint-ing,True,True
1661,anointment,10,1,@nOIntm@nt,10,a-noint-ment,True,True
1662,anoints,7,2,@nOInts,7,a-noints,True,True
1663,anomalies,9,23,@nQm@lIz,8,a-nom-a-lies,True,True
1665,anomaly,7,16,@nQm@lI,7,a-nom-a-ly,True,True
1666,anon,4,4,@nQn,4,a-non,True,True
1667,anonymity,9,56,{n@nIm@tI,9,an-o-nym-i-ty,True,True
1668,anonymous,9,228,@nQnIm@s,8,a-non-y-mous,True,True
1669,anonymously,11,16,@nQnIm@slI,10,a-non-y-mous-ly,True,True
1670,anopheles,9,2,@nQfIliz,8,a-noph-e-les,True,True
1671,anorak,6,24,{n@r{k,6,an-o-rak,True,True
1672,anoraks,7,2,{n@r{ks,7,an-o-raks,True,True
1673,anorexia,8,11,{n@rEksI@,9,an-o-rex-i-a,True,True
1674,another,7,12551,@nVD@r,6,an-oth-er,True,True
1675,answer,6,3161,Ans@r,5,an-swer,True,True
1676,answerable,10,26,Ans@r@bl,8,an-swer-a-ble,True,True
1677,answered,8,1400,Ans@d,5,an-swered,True,True
1678,answering,9,230,Ans@rIN,7,an-swer-ing,True,True
1679,answers,7,644,Ans@z,5,an-swers,True,True
1680,ant,3,69,{nt,3,ant,True,True
1681,antacid,7,2,{nt{sId,7,ant-ac-id,True,True
1682,antagonism,10,68,{nt{g@nIz@m,11,an-tag-o-nism,True,True
1683,antagonisms,11,21,{nt{g@nIz@mz,12,an-tag-o-nisms,True,True
1684,antagonist,10,11,{nt{g@nIst,10,an-tag-o-nist,True,True
1685,antagonistic,12,40,{nt{g@nIstIk,12,an-tag-o-nis-tic,True,True
1686,antagonists,11,12,{nt{g@nIsts,11,an-tag-o-nists,True,True
1687,antagonize,10,12,{nt{g@naIz,10,an-tag-o-nize,True,True
1688,antagonized,11,5,{nt{g@naIzd,11,an-tag-o-nized,True,True
1689,antagonizing,12,3,{nt{g@naIzIN,12,an-tag-o-niz-ing,True,True
1690,antarctic,9,39,{ntAktIk,8,ant-arc-tic,True,True
1691,ante,4,15,{ntI,4,an-te,True,True
1692,anteater,8,11,{ntit@r,7,ant-eat-er,True,True
1693,anteaters,9,7,{ntit@z,7,ant-eat-ers,True,True
1694,antecedent,10,6,{ntIsid@nt,10,an-te-ced-ent,True,True
1695,antecedents,11,26,{ntIsid@nts,11,an-te-ced-ents,True,True
1696,antechamber,11,10,{ntItSeImb@r,12,an-te-cham-ber,True,True
1697,antechambers,12,2,{ntItSeImb@z,12,an-te-cham-bers,True,True
1698,antedate,8,4,{ntIdeIt,8,an-te-date,True,True
1699,antedated,9,5,{ntIdeItId,10,an-te-dat-ed,True,True
1700,antedating,10,1,{ntIdeItIN,10,an-te-dat-ing,True,True
1702,antediluvians,13,2,{ntIdIluvtS@nz,14,an-te-di-lu-vi-ans,True,True
1703,antelope,8,68,{ntIl@Up,8,an-te-lope,True,True
1704,antelopes,9,23,{ntIl@Ups,9,an-te-lopes,True,True
1705,antenna,7,56,{ntEn@,6,an-ten-na,True,True
1706,antennae,8,30,{ntEni,6,an-ten-nae,True,True
1707,antennas,8,6,{ntEn@z,7,an-ten-nas,True,True
1708,anterior,8,6,{ntI@rI@r,9,an-te-ri-or,True,True
1709,anteroom,8,11,{ntIrUm,7,an-te-room,True,True
1710,anthem,6,44,{nT@m,5,an-them,True,True
1711,anthems,7,5,{nT@mz,6,an-thems,True,True
1712,anther,6,3,{nT@r,5,an-ther,True,True
1713,anthers,7,1,{nT@z,5,an-thers,True,True
1714,anthill,7,5,{nthIl,6,ant-hill,True,True
1715,anthills,8,1,{nthIlz,7,ant-hills,True,True
1716,anthologies,11,8,{nTQl@dZIz,10,an-thol-o-gies,True,True
1717,anthologist,11,1,{nTQl@dZIst,11,an-thol-o-gist,True,True
1718,anthology,9,38,{nTQl@dZI,9,an-thol-o-gy,True,True
1719,anthracite,10,3,{nTr@saIt,9,an-thra-cite,True,True
1720,anthrax,7,3,{nTr{ks,7,an-thrax,True,True
1721,anthropoid,10,7,{nTr@UpOId,10,an-thro-poid,True,True
1722,anthropoids,11,1,{nTr@UpOIdz,11,an-thro-poids,True,True
1723,anthropology,12,51,{nTr@pQl@dZI,12,an-thro-pol-o-gy,True,True
1724,antiaircraft,12,35,{ntIE@krAft,11,an-ti--air-craft,True,True
1725,antibiotic,10,28,{ntIbaIQtIk,11,an-ti-bi-ot-ic,True,True
1726,antibiotics,11,49,{ntIbaIQtIks,12,an-ti-bi-ot-ics,True,True
1727,antibodies,10,19,{ntIbQdIz,9,an-ti-bod-ies,True,True
1728,antibody,8,5,{ntIbQdI,8,an-ti-bod-y,True,True
1729,anticipate,10,128,{ntIsIpeIt,10,an-tic-i-pate,True,True
1730,anticipated,11,180,{ntIsIpeItId,12,an-tic-i-pat-ed,True,True
1731,anticipates,11,14,{ntIsIpeIts,11,an-tic-i-pates,True,True
1732,anticipating,12,60,{ntIsIpeItIN,12,an-tic-i-pat-ing,True,True
1733,anticipation,12,119,{ntIsIpeISn,11,an-tic-i-pa-tion,True,True
1734,anticipations,13,14,{ntIsIpeISnz,12,an-tic-i-pa-tions,True,True
1736,anticlimax,10,40,{ntIklaIm{ks,12,an-ti-cli-max,True,True
1737,anticlockwise,13,9,{ntIklQkwaIz,12,an-ti-clock-wise,True,True
1738,antics,6,43,{ntIks,6,an-tics,True,True
1739,antidote,8,34,{ntId@Ut,8,an-ti-dote,True,True
1740,antidotes,9,5,{ntId@Uts,9,an-ti-dotes,True,True
1741,antifreeze,10,2,{ntIfriz,8,an-ti-freeze,True,True
1742,antigen,7,2,{ntIdZ@n,8,an-ti-gen,True,True
1743,antigua,7,13,{ntig@,6,An-ti-gua,True,True
1744,antiguan,8,1,{ntig@n,7,An-ti-guan,True,True
1745,antiguans,9,1,{ntig@nz,8,An-ti-guans,True,True
1746,antihero,8,2,{ntIhI@r@U,10,an-ti-he-ro,True,True
1747,antihistamine,13,1,{ntIhIst@mIn,12,an-ti-his-ta-mine,True,True
1748,antimacassar,12,1,{ntIm@k{s@r,11,an-ti-ma-cas-sar,True,True
1749,antimacassars,13,3,{ntIm@k{s@z,11,an-ti-ma-cas-sars,True,True
1750,antimatter,10,16,{ntIm{t@r,9,an-ti-mat-ter,True,True
1751,antimony,8,14,{ntIm@nI,8,an-ti-mo-ny,True,True
1752,antipathetic,12,5,{ntIp@TEtIk,11,an-ti-pa-thet-ic,True,True
1753,antipathy,9,23,{ntIp@TI,8,an-tip-a-thy,True,True
1754,antipersonnel,13,5,{ntIpOIs@nEl,12,an-ti-per-son-nel,True,True
1755,antipodean,10,1,{ntIp@di@n,10,an-tip-o-de-an,True,True
1758,antiquaries,11,6,{ntIkw@rIz,10,an-ti-quar-ies,True,True
1759,antiquary,9,3,{ntIkw@rI,9,an-ti-quar-y,True,True
1760,antiquated,10,29,{ntIkweItId,11,an-ti-quat-ed,True,True
1761,antique,7,227,{ntik,5,an-tique,True,True
1762,antiques,8,70,{ntiks,6,an-tiques,True,True
1763,antiquities,11,26,{ntIkw@tIz,10,an-tiq-ui-ties,True,True
1764,antiquity,9,79,{ntIkw@tI,9,an-tiq-ui-ty,True,True
1765,antirrhinum,11,2,{ntIraIn@m,10,an-tir-rhi-num,True,True
1766,antirrhinums,12,3,{ntIraIn@mz,11,an-tir-rhi-nums,True,True
1767,antisemite,10,7,{ntIsimaIt,10,an-ti--Sem-ite,True,True
1768,antisemites,11,5,{ntIsimaIts,11,an-ti--Sem-ites,True,True
1769,antisemitic,11,24,{ntIsImItIk,11,an-ti--Se-mit-ic,True,True
1770,antisemitism,12,50,{ntIsEmItIz@m,13,an-ti--Sem-i-tism,True,True
1771,antiseptic,10,38,{ntIsEptIk,10,an-ti-sep-tic,True,True
1772,antiseptics,11,1,{ntIsEptIks,11,an-ti-sep-tics,True,True
1773,antisocial,10,46,{ntIs@USl,9,an-ti-so-cial,True,True
1774,antitank,8,12,{ntIt{Nk,8,an-ti-tank,True,True
1775,antitheses,10,6,{ntITIsiz,9,an-tith-e-ses,True,True
1776,antithesis,10,110,{ntITIsIs,9,an-tith-e-sis,True,True
1777,antithetic,10,2,{ntITEtIk,9,an-ti-thet-ic,True,True
1778,antithetical,12,18,{ntITEtIkl,10,an-ti-thet-i-cal,True,True
1779,antitoxin,9,3,{ntItQksIn,10,an-ti-tox-in,True,True
1780,antler,6,7,{ntl@r,6,ant-ler,True,True
1781,antlers,7,35,{ntl@z,6,ant-lers,True,True
1782,ants,4,140,{nts,4,ants,True,True
1783,anus,4,37,eIn@s,5,a-nus,True,True
1784,anuses,6,1,eIn@sIz,7,a-nus-es,True,True
1785,anvil,5,22,{nvIl,5,an-vil,True,True
1786,anxieties,9,108,{NzaI@tIz,9,anx-i-e-ties,True,True
1787,anxiety,7,644,{NzaI@tI,8,anx-i-e-ty,True,True
1788,anxious,7,736,{NkS@s,6,anx-ious,True,True
1789,anxiously,9,157,{NkS@slI,8,anx-ious-ly,True,True
1790,any,3,23611,EnI,3,an-y,True,True
1791,anybody,7,1135,EnIbQdI,7,an-y-bod-y,True,True
1792,anyhow,6,284,EnIhaU,6,an-y-how,True,True
1793,anyone,6,3318,EnIwVn,6,an-y-one,True,True
1794,anyplace,8,16,EnIpleIs,8,an-y-place,True,True
1795,anything,8,7226,EnITIN,6,an-y-thing,True,True
1796,anyway,6,2467,EnIweI,6,an-y-way,True,True
1797,anywhere,8,1009,EnIwE@r,7,an-y-where,True,True
1798,aorta,5,8,eI$t@,5,a-or-ta,True,True
1799,aortas,6,1,eI$t@z,6,a-or-tas,True,True
1800,apace,5,12,@peIs,5,a-pace,True,True
1801,apache,6,54,@p{S,4,a-pache,True,True
1802,apaches,7,55,@p{SIz,6,a-pach-es,True,True
1803,apart,5,2002,@pAt,4,a-part,True,True
1804,apartheid,9,228,@pAtheIt,8,a-part-heid,True,True
1805,apartment,9,789,@pAtm@nt,8,a-part-ment,True,True
1806,apartments,10,173,@pAtm@nts,9,a-part-ments,True,True
1807,apathetic,9,41,{p@TEtIk,8,ap-a-thet-ic,True,True
1808,apathetically,13,8,{p@TEtIk@lI,11,ap-a-thet-i-cal-ly,True,True
1809,apathy,6,75,{p@TI,5,ap-a-thy,True,True
1810,ape,3,90,eIp,3,ape,True,True
1811,aped,4,5,eIpt,4,aped,True,True
1812,aperitif,8,7,@pEr@tiv,8,a-pe-ri-tif,True,True
1813,aperitifs,9,7,@pEr@tivz,9,a-pe-ri-tifs,True,True
1814,aperture,8,17,{p@ttSU@r,9,ap-er-ture,True,True
1815,apertures,9,10,{p@ttSU@z,9,ap-er-tures,True,True
1816,apes,4,118,eIps,4,apes,True,True
1817,apex,4,59,eIpEks,6,a-pex,True,True
1818,aphasia,7,8,@feIztS@,8,a-pha-sia,True,True
1819,aphasic,7,3,@feIzIk,7,a-pha-sic,True,True
1820,aphasics,8,6,@feIzIks,8,a-pha-sics,True,True
1821,aphids,6,9,eIfIdz,6,a-phids,True,True
1823,aphorism,8,11,{f@rIz@m,8,aph-o-rism,True,True
1824,aphorisms,9,4,{f@rIz@mz,9,aph-o-risms,True,True
1825,aphoristic,10,5,{f@rIstIk,9,aph-o-ris-tic,True,True
1826,aphrodisiac,11,17,{fr@UdIzI{k,11,aph-ro-dis-i-ac,True,True
1827,aphrodisiacs,12,2,{fr@UdIzI{ks,12,aph-ro-dis-i-acs,True,True
1828,apiary,6,2,eIptS@rI,8,a-pi-ar-y,True,True
1829,apiculture,10,1,eIpIkVltS@r,11,a-pi-cul-ture,True,True
1830,apiece,6,55,@pis,4,a-piece,True,True
1831,aping,5,5,eIpIN,5,ap-ing,True,True
1832,aplomb,6,17,@plQm,5,a-plomb,True,True
1833,apocalypse,10,22,@pQk@lIps,9,a-poc-a-lypse,True,True
1834,apocalypses,11,1,@pQk@lIpsIz,11,a-poc-a-lyps-es,True,True
1835,apocalyptic,11,41,@pQk@lIptIk,11,a-poc-a-lyp-tic,True,True
1836,apocrypha,9,1,@pQkrIf@,8,A-poc-ry-pha,True,True
1837,apocryphal,10,16,@pQkrIfl,8,a-poc-ry-phal,True,True
1838,apogee,6,6,{p@UdZi,7,ap-o-gee,True,True
1839,apologetic,10,73,@pQl@dZEtIk,11,a-pol-o-get-ic,True,True
1840,apologetics,11,3,@pQl@dZEtIks,12,a-pol-o-get-ics,True,True
1841,apologia,8,13,{p@l@UdZI@,10,ap-o-lo-gi-a,True,True
1842,apologies,9,76,@pQl@dZIz,9,a-pol-o-gies,True,True
1843,apologist,9,5,@pQl@dZIst,10,a-pol-o-gist,True,True
1844,apologists,10,16,@pQl@dZIsts,11,a-pol-o-gists,True,True
1845,apologize,9,176,@pQl@dZaIz,10,a-pol-o-gize,True,True
1846,apologized,10,95,@pQl@dZaIzd,11,a-pol-o-gized,True,True
1847,apologizes,10,9,@pQl@dZaIzIz,12,a-pol-o-giz-es,True,True
1848,apologizing,11,43,@pQl@dZaIzIN,12,a-pol-o-giz-ing,True,True
1849,apology,7,132,@pQl@dZI,8,a-pol-o-gy,True,True
1850,apoplectic,10,8,{p@UplEktIk,11,ap-o-plec-tic,True,True
1851,apoplexy,8,7,{p@UplEksI,10,ap-o-plex-y,True,True
1852,apostasy,8,7,@pQst@sI,8,a-pos-ta-sy,True,True
1853,apostate,8,6,@pQsteIt,8,a-pos-tate,True,True
1854,apostates,9,1,@pQsteIts,9,a-pos-tates,True,True
1855,apostle,7,22,@pQsl,5,a-pos-tle,True,True
1856,apostles,8,49,@pQslz,6,a-pos-tles,True,True
1857,apostolic,9,10,{p@stQlIk,9,ap-os-tol-ic,True,True
1858,apostrophe,10,7,@pQstr@fI,9,a-pos-tro-phe,True,True
1859,apostrophes,11,8,@pQstr@fIz,10,a-pos-tro-phes,True,True
1860,apothecaries,12,3,@pQT@k@rIz,10,a-poth-e-car-ies,True,True
1861,apothecary,10,5,@pQT@k@rI,9,a-poth-e-car-y,True,True
1862,apothegm,8,1,{p@TEm,6,ap-o-thegm,True,True
1863,apothegms,9,1,{p@TEmz,7,ap-o-thegms,True,True
1864,apotheosis,10,24,@pQTI@UsIs,10,a-poth-e-o-sis,True,True
1865,appal,5,12,@p$l,4,ap-pal,True,True
1866,appalled,8,160,@p$ld,5,ap-palled,True,True
1867,appalling,9,279,@p$lIN,6,ap-pal-ling,True,True
1868,appallingly,11,37,@p$lINlI,8,ap-pall-ing-ly,True,True
1869,appals,6,3,@p$lz,5,ap-pals,True,True
1870,apparatus,9,220,{p@reIt@s,9,ap-pa-ra-tus,True,True
1872,apparel,7,13,@p{r@l,6,ap-par-el,True,True
1873,apparent,8,804,@p{r@nt,7,ap-par-ent,True,True
1874,apparently,10,1498,@p{r@ntlI,9,ap-par-ent-ly,True,True
1875,apparition,10,28,{p@rISn,7,ap-pa-ri-tion,True,True
1876,apparitions,11,12,{p@rISnz,8,ap-pa-ri-tions,True,True
1877,appeal,6,939,@pil,4,ap-peal,True,True
1878,appealed,8,165,@pild,5,ap-pealed,True,True
1879,appealing,9,143,@pilIN,6,ap-peal-ing,True,True
1880,appealingly,11,10,@pilINlI,8,ap-peal-ing-ly,True,True
1881,appeals,7,176,@pilz,5,ap-peals,True,True
1882,appear,6,1712,@pI@r,5,ap-pear,True,True
1883,appearance,10,1019,@pI@r@ns,8,ap-pear-ance,True,True
1884,appearances,11,140,@pir@nsIz,9,ap-pear-anc-es,True,True
1885,appeared,8,2200,@pI@d,5,ap-peared,True,True
1886,appearing,9,247,@pI@rIN,7,ap-pear-ing,True,True
1887,appears,7,1067,@pI@z,5,ap-pears,True,True
1888,appease,7,40,@piz,4,ap-pease,True,True
1890,appeasement,11,32,@pizm@nt,8,ap-pease-ment,True,True
1892,appellate,9,7,@pEl@t,6,ap-pel-late,True,True
1893,appellation,11,5,{p@leISn,8,ap-pel-la-tion,True,True
1894,append,6,4,@pEnd,5,ap-pend,True,True
1896,appendages,10,14,@pEndIdZIz,10,ap-pend-ag-es,True,True
1897,appended,8,10,@pEndId,7,ap-pend-ed,True,True
1898,appendices,10,12,@pEndIsiz,9,ap-pen-di-ces,True,True
1900,appendix,8,118,@pEndIks,8,ap-pen-dix,True,True
1901,appetite,8,343,{pItaIt,7,ap-pe-tite,True,True
1902,appetites,9,76,{pItaIts,8,ap-pe-tites,True,True
1903,appetizer,9,9,{pItaIz@r,9,ap-pe-tiz-er,True,True
1904,appetizers,10,2,{pItaIz@z,9,ap-pe-tiz-ers,True,True
1905,appetizing,10,21,{pItaIzIN,9,ap-pe-tiz-ing,True,True
1906,appetizingly,12,1,{p@taIzINlI,11,ap-pe-tiz-ing-ly,True,True
1907,applaud,7,48,@pl$d,5,ap-plaud,True,True
1908,applauded,9,75,@pl$dId,7,ap-plaud-ed,True,True
1909,applauding,10,32,@pl$dIN,7,ap-plaud-ing,True,True
1910,applauds,8,8,@pl$dz,6,ap-plauds,True,True
1911,applause,8,220,@pl$z,5,ap-plause,True,True
1912,apple,5,315,{pl,3,ap-ple,True,True
1913,applejack,9,1,{pldZ{k,7,ap-ple-jack,True,True
1914,apples,6,231,{plz,4,ap-ples,True,True
1916,appliances,10,81,@plaI@nsIz,10,ap-pli-anc-es,True,True
1917,applicable,10,81,{plIk@bl,8,ap-pli-ca-ble,True,True
1918,applicant,9,53,{plIk@nt,8,ap-pli-cant,True,True
1919,applicants,10,124,{plIk@nts,9,ap-pli-cants,True,True
1920,application,11,600,{plIkeISn,9,ap-pli-ca-tion,True,True
1921,applications,12,292,{plIkeISnz,10,ap-pli-ca-tions,True,True
1922,applied,7,794,@plaId,6,ap-plied,True,True
1923,applies,7,317,@plaIz,6,ap-plies,True,True
1924,applique,8,1,{plikeI,7,ap-pli-que,True,True
1925,apply,5,868,@plaI,5,ap-ply,True,True
1926,applying,8,196,@plaIIN,7,ap-ply-ing,True,True
1927,appoint,7,76,@pOInt,6,ap-point,True,True
1928,appointed,9,499,@pOIntId,8,ap-point-ed,True,True
1929,appointee,9,2,@pOInti,7,ap-point-ee,True,True
1930,appointees,10,15,@pOIntiz,8,ap-point-ees,True,True
1931,appointing,10,28,@pOIntIN,8,ap-point-ing,True,True
1932,appointment,11,439,@pOIntm@nt,10,ap-point-ment,True,True
1933,appointments,12,128,@pOIntm@nts,11,ap-point-ments,True,True
1934,appoints,8,11,@pOInts,7,ap-points,True,True
1935,apportion,9,4,@p$Sn,5,ap-por-tion,True,True
1936,apportioned,11,5,@p$Snd,6,ap-por-tioned,True,True
1939,appositely,10,1,{p@UzItlI,9,ap-po-site-ly,True,True
1940,apposition,10,2,{p@UzISn,8,ap-po-si-tion,True,True
1941,appraisal,9,48,@preIzl,7,ap-prais-al,True,True
1942,appraisals,10,5,@preIzlz,8,ap-prais-als,True,True
1943,appraise,8,8,@preIz,6,ap-praise,True,True
1944,appraised,9,10,@preIzd,7,ap-praised,True,True
1945,appraises,9,1,@preIzIz,8,ap-prais-es,True,True
1946,appraising,10,14,@preIzIN,8,ap-prais-ing,True,True
1947,appreciable,11,24,@priS@bl,8,ap-pre-cia-ble,True,True
1948,appreciably,11,28,@priS@blI,9,ap-pre-cia-bly,True,True
1949,appreciate,10,376,@priSIeIt,9,ap-pre-ci-ate,True,True
1950,appreciated,11,190,@priSIeItId,11,ap-pre-ci-at-ed,True,True
1951,appreciates,11,26,@priSIeIts,10,ap-pre-ci-ates,True,True
1952,appreciating,12,32,@priSIeItIN,11,ap-pre-ci-at-ing,True,True
1953,appreciation,12,214,@priSIeISn,10,ap-pre-ci-a-tion,True,True
